#      n   comparações      tempo(s)
      32           496      0.001050
      64          2016      0.004241
     128          8128      0.017106
     256         32640      0.067391
     512        130816      0.267413
    1024        523776      1.584400
    2048       2096128      6.835360
    4096       8386560     28.157500
    8192      33550336    108.491000
   16384     134209536    473.634000
