#      n   comparações      tempo(s)
      32            96      0.000163
      64           296      0.000443
     128          1127      0.001684
     256          4138      0.005593
     512         14403      0.019021
    1024         59783      0.087877
    2048        230136      0.310158
    4096        992626      1.982500
    8192       3811554      6.169420
   16384      15018520     31.893300
