#      n   comparações      tempo(s)
      32           295      0.000437
      64          1185      0.001770
     128          4329      0.006380
     256         15689      0.021552
     512         63237      0.082465
    1024        262766      0.355748
    2048       1058639      2.281690
    4096       4198072      8.310780
    8192      17074280     32.757100
   16384      66648331    130.790000
