#      n   comparações      tempo(s)
      32           449      0.000613
      64          1843      0.002507
     128          7084      0.010110
     256         29138      0.040448
     512        116032      0.154370
    1024        467931      0.905664
    2048       1862556      4.333680
    4096       7417221     15.375300
    8192      29796921     58.285700
   16384     119038707    231.875000
