#      n      memoria gasta
      32      24.129000 MiB
      64      24.121000 MiB
     128      24.102000 MiB
     256      24.141000 MiB
     512      24.051000 MiB
    1024      24.230000 MiB
    2048      24.219000 MiB
    4096      23.996000 MiB
    8192      24.203000 MiB
   16384      25.723000 MiB
