#      n    comparações     tempo(s)
      32            95       0.002664
      64           231       0.006120
     128           500       0.013601
     256          1112       0.031692
     512          2386       0.069012
    1024          5132       0.149191
    2048         10950       0.327610
    4096         23895       0.753161
    8192         52772       1.847495
   16384        109071       4.501062
   32768        242107      12.890980
   65536        497543      39.163110
